DATAFLOW,freq,ipc,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,MK,2004,0.33,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,MT,1985,1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,MT,2013,1,p
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,MX,1991,1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,MX,1994,1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,MX,1995,1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,MX,1998,1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,MX,1999,2,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,MX,2000,1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,MX,2001,6,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,MX,2002,1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,MX,2003,3,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,MX,2004,6.2,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,MX,2006,3.14,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,MX,2007,1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,MX,2008,2,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,MX,2009,2,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,MX,2010,1.83,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,MX,2011,1.2,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,MX,2012,2.13,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,MX,2013,3.81,p
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,1980,19.33,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,1981,18.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,1982,36.67,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,1983,30,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,1984,47.21,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,1985,60.83,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,1986,59.25,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,1987,71.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,1988,73.67,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,1989,81.2,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,1990,67.67,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,1991,80.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,1992,83.52,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,1993,83.6,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,1994,85.77,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,1995,119.53,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,1996,182.21,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,1997,220.42,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,1998,307.05,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,1999,360.92,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,2000,434.79,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,2001,716.96,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,2002,468.48,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,2003,384.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,2004,372.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,2005,330.36,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,2006,298.99,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,2007,242.7,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,2008,290.6,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,2009,261.37,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,2010,240.35,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,2011,303.93,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,2012,289.4,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NL,2013,209.62,p
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,1983,1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,1985,1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,1986,2,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,1987,1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,1989,4,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,1990,4,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,1991,4,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,1992,3.67,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,1993,1.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,1994,1.59,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,1995,15.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,1996,11.7,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,1997,20.32,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,1998,14.9,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,1999,15.22,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,2000,29.78,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,2001,30.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,2002,31.75,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,2003,24.35,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,2004,27.62,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,2005,37.76,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,2006,30.82,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,2007,18.39,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,2008,24.58,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,2009,25.94,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,2010,13.3,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,2011,20.77,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,2012,40.88,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NO,2013,27.57,p
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,1981,2,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,1983,1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,1984,0.67,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,1987,1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,1991,3,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,1992,1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,1993,2.2,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,1994,1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,1995,2,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,1996,2.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,1997,7.25,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,1998,4.33,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,1999,10.7,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,2000,7,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,2001,6,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,2002,10.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,2003,12.83,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,2004,9.67,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,2005,7.79,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,2006,3,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,2007,11,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,2008,14.38,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,2009,11.07,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,2010,5.95,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,2011,6.13,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,2012,7.33,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,NZ,2013,6.87,p
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PL,1992,1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PL,1995,1.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PL,1996,0.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PL,1997,0.58,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PL,1998,2,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PL,1999,1.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PL,2000,1.75,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PL,2002,3.1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PL,2003,5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PL,2004,4.08,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PL,2005,3.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PL,2006,8.3,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PL,2007,16.75,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PL,2008,13.64,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PL,2009,15.93,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PL,2010,23.29,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PL,2011,16.9,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PL,2012,28.42,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PL,2013,29.57,p
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PT,1995,0.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PT,1996,0.83,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PT,2001,1.9,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PT,2003,2.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PT,2005,2,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PT,2006,1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PT,2007,5.62,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PT,2008,6.8,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PT,2009,3.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PT,2010,4.72,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PT,2011,5.81,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PT,2012,4,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,PT,2013,6.24,p
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RO,1991,1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RO,1997,1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RO,2000,1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RO,2001,2.33,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RO,2002,1.34,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RO,2003,0.75,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RO,2004,1.53,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RO,2005,4.35,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RO,2006,3.79,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RO,2007,7.25,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RO,2008,3.33,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RO,2009,5.58,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RO,2010,4,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RO,2011,8.7,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RO,2012,8.83,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RO,2013,8.92,p
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RU,1989,1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RU,1992,0.75,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RU,1993,0.75,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RU,1994,2.48,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RU,1995,8.4,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RU,1996,9.97,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RU,1997,10.37,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RU,1998,15.65,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RU,1999,13.04,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RU,2000,8.58,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RU,2001,16.82,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RU,2002,8.1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RU,2003,8.48,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RU,2004,6.69,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RU,2005,16.05,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RU,2006,15.2,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RU,2007,10.18,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RU,2008,18.85,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RU,2009,23.93,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RU,2010,39.7,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RU,2011,40.21,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RU,2012,39.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,RU,2013,53.18,p
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,1980,12,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,1981,18,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,1982,7.75,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,1983,23,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,1984,18,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,1985,22.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,1986,21,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,1987,20.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,1988,8.67,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,1989,24,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,1990,32.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,1991,22.67,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,1992,38.87,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,1993,23.17,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,1994,52.71,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,1995,50.27,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,1996,57.57,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,1997,101.23,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,1998,121.4,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,1999,143.71,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,2000,184.08,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,2001,154.33,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,2002,157.08,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,2003,115.4,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,2004,155.59,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,2005,129.05,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,2006,175.91,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,2007,194.18,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,2008,181.56,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,2009,193.26,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,2010,200.04,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,2011,208.71,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,2012,272.86,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SE,2013,137.67,p
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,1984,0.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,1986,0.33,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,1988,2.25,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,1989,6,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,1991,6.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,1992,6.08,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,1993,3.14,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,1994,7,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,1995,5.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,1996,17.92,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,1997,13.48,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,1998,30.92,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,1999,25.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,2000,29.83,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,2001,33.68,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,2002,49.14,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,2003,53.32,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,2004,39.77,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,2005,32.19,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,2006,28.29,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,2007,28.12,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,2008,28.83,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,2009,31.85,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,2010,36.95,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,2011,32.13,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,2012,33.88,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SG,2013,23.02,p
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SI,1989,1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SI,1990,1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SI,1992,0.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SI,1993,0.67,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SI,1994,2,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SI,1997,1.4,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SI,1998,2.53,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SI,1999,2,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SI,2000,0.83,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SI,2001,2,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SI,2002,3.19,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SI,2003,1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SI,2005,0.4,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SI,2007,11,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SI,2008,5.75,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SI,2009,6.6,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SI,2011,5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SI,2012,0.75,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SI,2013,4.5,p
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SK,1998,0.33,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SK,1999,0.67,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SK,2001,0.58,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SK,2003,1.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SK,2008,5.67,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SK,2009,3.2,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SK,2010,2.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SK,2011,0.83,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SK,2012,4.13,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,SK,2013,1.33,p
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TR,1984,0.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TR,1996,1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TR,1997,0.17,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TR,1998,1.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TR,1999,1.08,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TR,2000,2.9,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TR,2003,3.08,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TR,2004,5.33,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TR,2005,0.67,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TR,2006,6.33,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TR,2007,13.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TR,2008,10.98,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TR,2009,14.75,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TR,2010,10.83,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TR,2011,15.08,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TR,2012,17.72,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TR,2013,16.62,p
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,1984,0.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,1987,3.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,1988,2,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,1989,5.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,1990,6,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,1991,5.33,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,1992,0.75,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,1993,7.1,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,1994,7.12,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,1995,6.23,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,1996,13.01,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,1997,17.87,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,1998,17.46,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,1999,26.25,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,2000,25.97,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,2001,35.14,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,2002,62.4,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,2003,64.9,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,2004,94.12,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,2005,104.14,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,2006,102.25,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,2007,156.94,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,2008,165.77,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,2009,196.38,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,2010,201.27,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,2011,266.28,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,2012,170.13,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,TW,2013,126.83,p
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,UK,1980,47,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,UK,1981,86.3,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,UK,1982,81,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,UK,1983,101.35,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,UK,1984,121.74,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,UK,1985,122.03,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,UK,1986,145.05,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,UK,1987,133,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,UK,1988,164.47,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,UK,1989,211.38,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,UK,1990,215.5,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,UK,1991,162.95,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,UK,1992,205.82,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,UK,1993,218.81,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,UK,1994,265.22,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,UK,1995,245.12,
ESTAT:PAT_EP_NTEC(1.0),A,CAB,NR,UK,1996,313.92,
