DATAFLOW,freq,ipc,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,1980,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,1983,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,1984,2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,1987,4,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,1988,3,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,1989,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,1992,4,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,1993,3,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,1995,2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,1996,2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,1997,5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,1998,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,1999,2.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,2000,2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,2001,11.37,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,2002,3.33,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,2003,2.13,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,2004,4,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,2005,3.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,2006,5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,2007,1.33,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,2008,4,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,2009,9,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,2010,5.2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,2011,9.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,2012,6,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AT,2013,4.67,p
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,1981,6,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,1983,2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,1984,2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,1985,2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,1987,2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,1989,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,1990,2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,1993,2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,1994,2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,1996,3,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,1998,2.75,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,1999,4.6,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,2000,4,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,2001,4,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,2002,2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,2003,2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,2004,1.61,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,2005,2.89,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,2006,1.36,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,2007,3.32,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,2008,4,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,2009,5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,2010,1.3,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,2011,5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,2012,5.37,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,AU,2013,2.5,p
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,1983,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,1984,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,1986,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,1987,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,1990,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,1991,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,1993,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,1995,3,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,1996,6.67,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,1997,2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,1998,0.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,1999,2.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,2000,6,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,2001,4.7,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,2002,6.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,2003,5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,2004,2.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,2005,6,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,2006,6.75,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,2007,5.25,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,2008,3,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,2009,2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,2010,4.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,2011,0.9,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,2012,3,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BE,2013,4.33,p
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BG,1985,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BG,2012,0.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BR,1993,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BR,1995,0.75,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BR,1997,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BR,2000,0.25,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BR,2003,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BR,2004,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BR,2006,3,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BR,2007,5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BR,2008,11,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BR,2009,1.6,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BR,2010,3,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BR,2011,8,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BR,2012,3,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,BR,2013,7.28,p
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,1981,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,1982,2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,1985,4,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,1986,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,1989,1.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,1990,4.33,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,1991,4,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,1992,2.25,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,1993,6.25,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,1994,4,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,1995,5.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,1996,3.08,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,1997,4,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,1998,5.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,1999,11,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,2000,8,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,2001,4,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,2002,8.67,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,2003,5.4,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,2004,16.11,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,2005,4.33,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,2006,11.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,2007,14.3,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,2008,16.4,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,2009,13.65,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,2010,11.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,2011,9.21,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,2012,17.96,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CA,2013,30.75,p
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,1980,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,1981,4,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,1984,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,1985,3,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,1986,5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,1987,6.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,1988,8,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,1989,3,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,1990,3,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,1991,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,1992,3,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,1993,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,1994,3,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,1995,4.14,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,1996,4,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,1997,3,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,1998,15.83,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,1999,8,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,2000,8,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,2001,5.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,2002,4.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,2003,7.75,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,2004,5.58,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,2005,6.33,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,2006,7.17,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,2007,6.44,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,2008,3.33,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,2009,14.62,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,2010,5.54,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,2011,3,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,2012,4.91,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CH,2013,9.33,p
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CN_X_HK,1987,0.33,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CN_X_HK,1996,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CN_X_HK,2000,3.57,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CN_X_HK,2004,2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CN_X_HK,2005,2.33,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CN_X_HK,2006,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CN_X_HK,2007,3.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CN_X_HK,2008,1.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CN_X_HK,2009,4,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CN_X_HK,2010,5.33,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CN_X_HK,2011,10.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CN_X_HK,2012,5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CN_X_HK,2013,20,p
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CY,1990,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CY,2003,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CZ,1999,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CZ,2000,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CZ,2002,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CZ,2003,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CZ,2009,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,CZ,2012,2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,1980,20.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,1981,19.17,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,1982,23,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,1983,20,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,1984,30,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,1985,29.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,1986,39.25,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,1987,54.17,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,1988,48.67,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,1989,46.75,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,1990,37.67,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,1991,56,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,1992,50.6,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,1993,43.8,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,1994,30.57,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,1995,45.86,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,1996,58.42,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,1997,71.78,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,1998,78.87,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,1999,92.83,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,2000,99.25,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,2001,77.38,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,2002,105.83,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,2003,145.31,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,2004,148.69,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,2005,142.31,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,2006,144.37,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,2007,197.02,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,2008,202,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,2009,219.9,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,2010,193.43,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,2011,204.87,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,2012,215.69,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DE,2013,220.93,p
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,1981,2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,1983,2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,1985,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,1987,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,1988,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,1990,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,1992,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,1993,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,1994,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,1996,3,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,1997,2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,1998,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,1999,1.67,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,2000,3,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,2002,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,2003,6,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,2004,7.67,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,2005,4,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,2006,4,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,2007,3.11,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,2008,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,2009,10,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,2010,4,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,2011,7.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,2012,3,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,DK,2013,2.67,p
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,1980,59.17,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,1981,50,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,1982,52,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,1983,56,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,1984,72,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,1985,83.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,1986,83.25,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,1987,115.67,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,1988,129.42,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,1989,123.75,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,1990,126.42,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,1991,122.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,1992,124.4,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,1993,107,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,1994,100.57,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,1995,100.31,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,1996,137.45,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,1997,161.94,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,1998,161.75,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,1999,172.33,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,2000,181.83,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,2001,206.2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,2002,237.58,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,2003,290.3,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,2004,323.27,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,2005,317.56,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,2006,348.45,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,2007,452.44,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,2008,451.76,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,2009,488.06,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,2010,476.06,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,2011,534.17,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,2012,545.09,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA18,2013,474.67,p
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,1980,59.17,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,1981,50,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,1982,52,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,1983,56,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,1984,72,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,1985,83.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,1986,83.25,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,1987,115.67,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,1988,129.42,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,1989,123.75,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,1990,126.42,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,1991,122.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,1992,124.4,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,1993,107,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,1994,100.57,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,1995,100.31,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,1996,137.45,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,1997,161.94,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,1998,161.75,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,1999,172.33,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,2000,181.83,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,2001,206.2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,2002,237.58,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,2003,291.3,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,2004,323.27,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,2005,317.56,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,2006,348.45,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,2007,452.44,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,2008,451.76,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,2009,488.06,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,2010,476.06,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,2011,534.17,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,2012,545.09,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EA19,2013,474.67,p
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EL,1983,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EL,1984,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EL,2000,2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EL,2001,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EL,2002,2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EL,2003,0.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EL,2004,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EL,2005,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,EL,2007,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,ES,1980,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,ES,1991,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,ES,1992,0.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,ES,1993,1,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,ES,1995,3,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,ES,1996,2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,ES,1997,2,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,ES,1998,10,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,ES,1999,6,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,ES,2000,6,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,ES,2001,5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,ES,2002,6,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,ES,2003,5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,ES,2004,9.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,ES,2005,15.25,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,ES,2006,19.33,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,ES,2007,25.67,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,ES,2008,25.5,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,ES,2009,30.17,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,ES,2010,32,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,ES,2011,27.17,
ESTAT:PAT_EP_NTEC(1.0),A,AVI,NR,ES,2012,38.33,
